#Time		ProcTime
0		1
1		1
2		0
3		1
4		11
5		90
6		1
7		5
8		1
9		1
10		2
11		10
12		11
13		10
14		71
15		152
16		1
17		21
18		1
19		21
20		0
21		25631
22		0
23		0
24		0
25		1
26		1
27		10
28		10
29		10
30		2
31		1
32		1
33		0
34		0
35		1
36		0
37		0
38		0
39		10
40		1
41		37
42		2
43		26
44		296
45		3
46		44
47		3
48		44
49		32
50		1
51		0
52		0
53		0
54		0
55		0
56		1
57		0
58		1
59		0
60		11
61		11
62		1
63		1
64		0
