#Time		ProcTime
0		13
1		12
2		12
3		168
4		133
5		2
6		9
7		1
8		1
9		60018
10		6
11		43
12		4
13		60024
14		12
15		209
16		1
17		5
18		3
19		2
20		1
21		20
22		12
23		12
24		12
25		60010
26		1
27		6
28		60076
29		6
30		4
31		0
32		0
33		10
34		45
35		7
